SERIAL NO,SUBJECT,CHAPTER NAME,CLASS TEACHER,YEAR,MODE,FACULTY1,FACULTY2,BATCH,EXAM DATE,ALLOTED HOURS,COMPLETED HOURS,REMAINING HOURS NEEDED,CHAPTER STATUS,AVERAGE MARK OF BATCH,NUMBER OF A+,REMARKS1,REMARKS2,REMARKS3,FLAG1,FLAG2,FLAG3
3320,CHEMISTRY,Solutions,DONA.MERIN.JOSE,2026,OFFLINE,PAU,,BATCH3,,7,,7,NOT COMPLETED,,,,,,,,
3321,CHEMISTRY,Solutions,DONA.MERIN.JOSE,2026,OFFLINE,PAU,,BATCH3,,31,,31,NOT COMPLETED,,,,,,,,
3322,CHEMISTRY,Some Basic Concepts of Chemistry,DONA.MERIN.JOSE,2026,OFFLINE,CAG,,BATCH3,,7,,7,NOT COMPLETED,,,,,,,,
3323,CHEMISTRY,Some Basic Concepts of Chemistry,DONA.MERIN.JOSE,2026,OFFLINE,CAG,,BATCH3,,15,,15,NOT COMPLETED,,,,,,,,
3324,MATHS,Statistics,DONA.MERIN.JOSE,2026,OFFLINE,PDF,,BATCH3,,12,,12,NOT COMPLETED,,,,,,,,
3325,MATHS,Statistics,DONA.MERIN.JOSE,2026,OFFLINE,PDF,,BATCH3,,10,,10,NOT COMPLETED,,,,,,,,
3326,MATHS,Statistics,DONA.MERIN.JOSE,2026,OFFLINE,PDF,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3327,MATHS,Straight Lines,DONA.MERIN.JOSE,2026,OFFLINE,CCS,,BATCH3,,14,,14,NOT COMPLETED,,,,,,,,
3328,MATHS,Straight Lines,DONA.MERIN.JOSE,2026,OFFLINE,CCS,,BATCH3,,10,,10,NOT COMPLETED,,,,,,,,
3329,MATHS,Straight Lines,DONA.MERIN.JOSE,2026,OFFLINE,CCS,,BATCH3,,24,,24,NOT COMPLETED,,,,,,,,
3330,ZOOLOGY,Structural organisation in Animals Animal Tissue,DONA.MERIN.JOSE,2026,OFFLINE,MAK,,BATCH3,,14,,14,NOT COMPLETED,,,,,,,,
3331,ZOOLOGY,Structural organisation in Animals Animal Tissue,DONA.MERIN.JOSE,2026,OFFLINE,MAK,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3332,CHEMISTRY,Structure of Atoms,DONA.MERIN.JOSE,2026,OFFLINE,BCW,,BATCH3,,12,,12,NOT COMPLETED,,,,,,,,
3333,CHEMISTRY,Structure of Atoms,DONA.MERIN.JOSE,2026,OFFLINE,BCW,,BATCH3,,19,,19,NOT COMPLETED,,,,,,,,
3334,CHEMISTRY,The d and f Block Block Elements,DONA.MERIN.JOSE,2026,OFFLINE,PAL,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3335,CHEMISTRY,The d and f Block Block Elements,DONA.MERIN.JOSE,2026,OFFLINE,PAL,,BATCH3,,21,,21,NOT COMPLETED,,,,,,,,
3336,CHEMISTRY,The d and f Block Block Elements,DONA.MERIN.JOSE,2026,OFFLINE,PAL,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3337,ZOOLOGY,The Living World,DONA.MERIN.JOSE,2026,OFFLINE,MDW,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3338,ZOOLOGY,The Living World,DONA.MERIN.JOSE,2026,OFFLINE,MDW,,BATCH3,,10,,10,NOT COMPLETED,,,,,,,,
3339,CHEMISTRY,The p Block Elements (XI) (XI) & (XII),DONA.MERIN.JOSE,2026,OFFLINE,CDX,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3340,CHEMISTRY,The p Block Elements (XI) (XI) & (XII),DONA.MERIN.JOSE,2026,OFFLINE,CDX,,BATCH3,,17,,17,NOT COMPLETED,,,,,,,,
3341,MATHS,Theory of Probability,DONA.MERIN.JOSE,2026,OFFLINE,PDK,,BATCH3,,14,,14,NOT COMPLETED,,,,,,,,
3342,MATHS,Theory of Probability,DONA.MERIN.JOSE,2026,OFFLINE,PDK,,BATCH3,,15,,15,NOT COMPLETED,,,,,,,,
3343,CHEMISTRY,Thermodynamics and Chemical Energetics,DONA.MERIN.JOSE,2026,OFFLINE,CAU,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3344,CHEMISTRY,Thermodynamics and Chemical Energetics,DONA.MERIN.JOSE,2026,OFFLINE,CAU,,BATCH3,,15,,15,NOT COMPLETED,,,,,,,,
3345,CHEMISTRY,Thermodynamics and Chemical Energetics,DONA.MERIN.JOSE,2026,OFFLINE,CAU,,BATCH3,,5,,5,NOT COMPLETED,,,,,,,,
3346,MATHS,Three Dimensional Geometry,DONA.MERIN.JOSE,2026,OFFLINE,ZCW,,BATCH3,,17,,17,NOT COMPLETED,,,,,,,,
3347,MATHS,Three Dimensional Geometry,DONA.MERIN.JOSE,2026,OFFLINE,ZCW,,BATCH3,,10,,10,NOT COMPLETED,,,,,,,,
3348,MATHS,Three Dimensional Geometry,DONA.MERIN.JOSE,2026,OFFLINE,ZCW,,BATCH3,,15,,15,NOT COMPLETED,,,,,,,,
3349,MATHS,Trigonometry I,DONA.MERIN.JOSE,2026,OFFLINE,BBQ,,BATCH3,,24,,24,NOT COMPLETED,,,,,,,,
3350,MATHS,Trigonometry I,DONA.MERIN.JOSE,2026,OFFLINE,BBQ,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3351,MATHS,Trigonometry II,DONA.MERIN.JOSE,2026,OFFLINE,PBI,,BATCH3,,26,,26,NOT COMPLETED,,,,,,,,
3352,MATHS,Trigonometry II,DONA.MERIN.JOSE,2026,OFFLINE,PBI,,BATCH3,,7,,7,NOT COMPLETED,,,,,,,,
3353,PHYSICS,Wave Optics,DONA.MERIN.JOSE,2026,OFFLINE,BDF,,BATCH3,,7,,7,NOT COMPLETED,,,,,,,,
3354,PHYSICS,Wave Optics,DONA.MERIN.JOSE,2026,OFFLINE,BDF,,BATCH3,,21,,21,NOT COMPLETED,,,,,,,,
3355,PHYSICS,Wave Optics,DONA.MERIN.JOSE,2026,OFFLINE,BDF,,BATCH3,,12,,12,NOT COMPLETED,,,,,,,,
3356,PHYSICS,Waves,DONA.MERIN.JOSE,2026,OFFLINE,MCD,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3357,PHYSICS,Waves,DONA.MERIN.JOSE,2026,OFFLINE,MCD,,BATCH3,,14,,14,NOT COMPLETED,,,,,,,,
3358,PHYSICS,Work Energy & Power,DONA.MERIN.JOSE,2026,OFFLINE,CDB,,BATCH3,,9,,9,NOT COMPLETED,,,,,,,,
3359,PHYSICS,Work Energy & Power,DONA.MERIN.JOSE,2026,OFFLINE,CDB,,BATCH3,,14,,14,NOT COMPLETED,,,,,,,,
3360,CHEMISTRY,Aldehydes and Ketones,RAJESWARY.VISWANATHAN,2026,OFFLINE,MDO,,BATCH4,,12,,12,NOT COMPLETED,,,,,,,,
3361,CHEMISTRY,Aldehydes and Ketones,RAJESWARY.VISWANATHAN,2026,OFFLINE,MDO,,BATCH4,,14,,14,NOT COMPLETED,,,,,,,,
3362,CHEMISTRY,Aldehydes and Ketones,RAJESWARY.VISWANATHAN,2026,OFFLINE,MDO,,BATCH4,,10,,10,NOT COMPLETED,,,,,,,,
3363,ZOOLOGY,Animal Kingdom Non Chordata,RAJESWARY.VISWANATHAN,2026,OFFLINE,MDX,,BATCH4,,21,,21,NOT COMPLETED,,,,,,,,
3364,ZOOLOGY,Animal Kingdom Non Chordata,RAJESWARY.VISWANATHAN,2026,OFFLINE,MDX,,BATCH4,,9,,9,NOT COMPLETED,,,,,,,,
3365,MATHS,Applications of Differentiation,RAJESWARY.VISWANATHAN,2026,OFFLINE,ZCJ,,BATCH4,,12,,12,NOT COMPLETED,,,,,,,,
3366,MATHS,Applications of Differentiation,RAJESWARY.VISWANATHAN,2026,OFFLINE,ZCJ,,BATCH4,,10,,10,NOT COMPLETED,,,,,,,,
3367,PHYSICS,Atoms and Nuclei,RAJESWARY.VISWANATHAN,2026,OFFLINE,CDT,,BATCH4,,9,,9,NOT COMPLETED,,,,,,,,
3368,PHYSICS,Atoms and Nuclei,RAJESWARY.VISWANATHAN,2026,OFFLINE,CDT,,BATCH4,,15,,15,NOT COMPLETED,,,,,,,,
3369,ZOOLOGY,Biodiversity and Conservation,RAJESWARY.VISWANATHAN,2026,OFFLINE,MBD,,BATCH4,,9,,9,NOT COMPLETED,,,,,,,,
3370,ZOOLOGY,Biodiversity and Conservation,RAJESWARY.VISWANATHAN,2026,OFFLINE,MBD,,BATCH4,,7,,7,NOT COMPLETED,,,,,,,,
3371,CHEMISTRY,Biomolecules,RAJESWARY.VISWANATHAN,2026,OFFLINE,MAC,,BATCH4,,10,,10,NOT COMPLETED,,,,,,,,
3372,CHEMISTRY,Biomolecules,RAJESWARY.VISWANATHAN,2026,OFFLINE,MAC,,BATCH4,,12,,12,NOT COMPLETED,,,,,,,,
3373,CHEMISTRY,Biomolecules,RAJESWARY.VISWANATHAN,2026,OFFLINE,MAC,,BATCH4,,10,,10,NOT COMPLETED,,,,,,,,
3374,BOTANY,Biotechnology and its Applications,RAJESWARY.VISWANATHAN,2026,OFFLINE,BAU,,BATCH4,,12,,12,NOT COMPLETED,,,,,,,,
3375,BOTANY,Biotechnology and its Applications,RAJESWARY.VISWANATHAN,2026,OFFLINE,BAU,,BATCH4,,9,,9,NOT COMPLETED,,,,,,,,
3376,ZOOLOGY,Body Fluids and Circulation,RAJESWARY.VISWANATHAN,2026,OFFLINE,BAZ,,BATCH4,,14,,14,NOT COMPLETED,,,,,,,,
3377,ZOOLOGY,Body Fluids and Circulation,RAJESWARY.VISWANATHAN,2026,OFFLINE,BAZ,,BATCH4,,9,,9,NOT COMPLETED,,,,,,,,
3378,ZOOLOGY,Breathing and Exchange of Gases,RAJESWARY.VISWANATHAN,2026,OFFLINE,PCJ,,BATCH4,,15,,15,NOT COMPLETED,,,,,,,,
3379,ZOOLOGY,Breathing and Exchange of Gases,RAJESWARY.VISWANATHAN,2026,OFFLINE,PCJ,,BATCH4,,9,,9,NOT COMPLETED,,,,,,,,
3380,ZOOLOGY,Breathing and Exchange of Gases,RAJESWARY.VISWANATHAN,2026,OFFLINE,PCJ,,BATCH4,,17,,17,NOT COMPLETED,,,,,,,,
3381,CHEMISTRY,Carboxylic Acids and It's Derivatives  Derivatives,RAJESWARY.VISWANATHAN,2026,OFFLINE,BAC,,BATCH4,,10,,10,NOT COMPLETED,,,,,,,,
3382,CHEMISTRY,Carboxylic Acids and It's Derivatives  Derivatives,RAJESWARY.VISWANATHAN,2026,OFFLINE,BAC,,BATCH4,,15,,15,NOT COMPLETED,,,,,,,,
3383,BOTANY,Cell : The unit of life,RAJESWARY.VISWANATHAN,2026,OFFLINE,ZBE,,BATCH4,,14,,14,NOT COMPLETED,,,,,,,,
3384,BOTANY,Cell : The unit of life,RAJESWARY.VISWANATHAN,2026,OFFLINE,ZBE,,BATCH4,,29,,29,NOT COMPLETED,,,,,,,,
3385,BOTANY,Cell : The unit of life,RAJESWARY.VISWANATHAN,2026,OFFLINE,ZBE,,BATCH4,,12,,12,NOT COMPLETED,,,,,,,,
3386,BOTANY,Cell Cycle and Cell Division,RAJESWARY.VISWANATHAN,2026,OFFLINE,MDS,,BATCH4,,17,,17,NOT COMPLETED,,,,,,,,
3387,BOTANY,Cell Cycle and Cell Division,RAJESWARY.VISWANATHAN,2026,OFFLINE,MDS,,BATCH4,,14,,14,NOT COMPLETED,,,,,,,,
3388,CHEMISTRY,Chemical and Ionic Equilibrium,RAJESWARY.VISWANATHAN,2026,OFFLINE,CAV,,BATCH4,,9,,9,NOT COMPLETED,,,,,,,,
3389,CHEMISTRY,Chemical and Ionic Equilibrium,RAJESWARY.VISWANATHAN,2026,OFFLINE,CAV,,BATCH4,,14,,14,NOT COMPLETED,,,,,,,,
3390,CHEMISTRY,Chemical and Ionic Equilibrium,RAJESWARY.VISWANATHAN,2026,OFFLINE,CAV,,BATCH4,,12,,12,NOT COMPLETED,,,,,,,,
3391,CHEMISTRY,Chemical Bonding and Molecular Structure  Structure,RAJESWARY.VISWANATHAN,2026,OFFLINE,ZAH,,BATCH4,,9,,9,NOT COMPLETED,,,,,,,,
3392,CHEMISTRY,Chemical Bonding and Molecular Structure  Structure,RAJESWARY.VISWANATHAN,2026,OFFLINE,ZAH,,BATCH4,,12,,12,NOT COMPLETED,,,,,,,,
3393,CHEMISTRY,Chemical Bonding and Molecular Structure  Structure,RAJESWARY.VISWANATHAN,2026,OFFLINE,ZAH,,BATCH4,,9,,9,NOT COMPLETED,,,,,,,,
3394,CHEMISTRY,Chemical Kinetics,RAJESWARY.VISWANATHAN,2026,OFFLINE,MDB,,BATCH4,,10,,10,NOT COMPLETED,,,,,,,,
3395,CHEMISTRY,Chemical Kinetics,RAJESWARY.VISWANATHAN,2026,OFFLINE,MDB,,BATCH4,,7,,7,NOT COMPLETED,,,,,,,,
3396,MATHS,Circles,RAJESWARY.VISWANATHAN,2026,OFFLINE,CCT,,BATCH4,,15,,15,NOT COMPLETED,,,,,,,,
3397,MATHS,Circles,RAJESWARY.VISWANATHAN,2026,OFFLINE,CCT,,BATCH4,,10,,10,NOT COMPLETED,,,,,,,,
3398,MATHS,Circles,RAJESWARY.VISWANATHAN,2026,OFFLINE,CCT,,BATCH4,,17,,17,NOT COMPLETED,,,,,,,,
3399,CHEMISTRY,Classification of Elements and Periodicity Periodicity in Properties,RAJESWARY.VISWANATHAN,2026,OFFLINE,BCX,,BATCH4,,9,,9,NOT COMPLETED,,,,,,,,
3400,CHEMISTRY,Classification of Elements and Periodicity Periodicity in Properties,RAJESWARY.VISWANATHAN,2026,OFFLINE,BCX,,BATCH4,,15,,15,NOT COMPLETED,,,,,,,,
3401,MATHS,Conic Section,RAJESWARY.VISWANATHAN,2026,OFFLINE,MBH,,BATCH4,,19,,19,NOT COMPLETED,,,,,,,,
3402,MATHS,Conic Section,RAJESWARY.VISWANATHAN,2026,OFFLINE,MBH,,BATCH4,,10,,10,NOT COMPLETED,,,,,,,,
3403,MATHS,"Continuity, Differentiability and Derivatives",RAJESWARY.VISWANATHAN,2026,OFFLINE,MBV,,BATCH4,,14,,14,NOT COMPLETED,,,,,,,,
3404,MATHS,"Continuity, Differentiability and Derivatives",RAJESWARY.VISWANATHAN,2026,OFFLINE,MBV,,BATCH4,,9,,9,NOT COMPLETED,,,,,,,,
3405,MATHS,"Continuity, Differentiability and Derivatives",RAJESWARY.VISWANATHAN,2026,OFFLINE,MBV,,BATCH4,,21,,21,NOT COMPLETED,,,,,,,,
3406,CHEMISTRY,Coordination Compounds and Organometallics,RAJESWARY.VISWANATHAN,2026,OFFLINE,CAZ,,BATCH4,,10,,10,NOT COMPLETED,,,,,,,,
3407,CHEMISTRY,Coordination Compounds and Organometallics,RAJESWARY.VISWANATHAN,2026,OFFLINE,CAZ,,BATCH4,,14,,14,NOT COMPLETED,,,,,,,,
3408,CHEMISTRY,Coordination Compounds and Organometallics,RAJESWARY.VISWANATHAN,2026,OFFLINE,CAZ,,BATCH4,,9,,9,NOT COMPLETED,,,,,,,,
3409,MATHS,Differential Equations,RAJESWARY.VISWANATHAN,2026,OFFLINE,BCJ,,BATCH4,,14,,14,NOT COMPLETED,,,,,,,,
3410,MATHS,Differential Equations,RAJESWARY.VISWANATHAN,2026,OFFLINE,BCJ,,BATCH4,,14,,14,NOT COMPLETED,,,,,,,,
3411,MATHS,Differential Equations,RAJESWARY.VISWANATHAN,2026,OFFLINE,BCJ,,BATCH4,,14,,14,NOT COMPLETED,,,,,,,,
3412,PHYSICS,Dual Nature of Matter and Radiation,RAJESWARY.VISWANATHAN,2026,OFFLINE,BDG,,BATCH4,,7,,7,NOT COMPLETED,,,,,,,,
3413,PHYSICS,Dual Nature of Matter and Radiation,RAJESWARY.VISWANATHAN,2026,OFFLINE,BDG,,BATCH4,,14,,14,NOT COMPLETED,,,,,,,,
3414,PHYSICS,Dual Nature of Matter and Radiation,RAJESWARY.VISWANATHAN,2026,OFFLINE,BDG,,BATCH4,,10,,10,NOT COMPLETED,,,,,,,,
3415,CHEMISTRY,Electrochemistry,RAJESWARY.VISWANATHAN,2026,OFFLINE,ZAL,,BATCH4,,10,,10,NOT COMPLETED,,,,,,,,
3416,CHEMISTRY,Electrochemistry,RAJESWARY.VISWANATHAN,2026,OFFLINE,ZAL,,BATCH4,,24,,24,NOT COMPLETED,,,,,,,,
3417,PHYSICS,Electromagnetic Waves,RAJESWARY.VISWANATHAN,2026,OFFLINE,MCS,,BATCH4,,5,,5,NOT COMPLETED,,,,,,,,
3418,PHYSICS,Electromagnetic Waves,RAJESWARY.VISWANATHAN,2026,OFFLINE,MCS,,BATCH4,,15,,15,NOT COMPLETED,,,,,,,,
3419,PHYSICS,Electromagnetic Waves,RAJESWARY.VISWANATHAN,2026,OFFLINE,MCS,,BATCH4,,10,,10,NOT COMPLETED,,,,,,,,
3420,PHYSICS,Electrostatics,RAJESWARY.VISWANATHAN,2026,OFFLINE,MCE,,BATCH4,,17,,17,NOT COMPLETED,,,,,,,,
3421,PHYSICS,Electrostatics,RAJESWARY.VISWANATHAN,2026,OFFLINE,MCE,,BATCH4,,12,,12,NOT COMPLETED,,,,,,,,
3422,ZOOLOGY,Evolution,RAJESWARY.VISWANATHAN,2026,OFFLINE,PCO,,BATCH4,,24,,24,NOT COMPLETED,,,,,,,,
3423,ZOOLOGY,Evolution,RAJESWARY.VISWANATHAN,2026,OFFLINE,PCO,,BATCH4,,7,,7,NOT COMPLETED,,,,,,,,
3424,CHEMISTRY,Halo Alkanes and Halo Arenes  Arenes,RAJESWARY.VISWANATHAN,2026,OFFLINE,BDO,,BATCH4,,12,,12,NOT COMPLETED,,,,,,,,
3425,CHEMISTRY,Halo Alkanes and Halo Arenes  Arenes,RAJESWARY.VISWANATHAN,2026,OFFLINE,BDO,,BATCH4,,17,,17,NOT COMPLETED,,,,,,,,
3426,ZOOLOGY,Human Health and Disease,RAJESWARY.VISWANATHAN,2026,OFFLINE,BBD,,BATCH4,,17,,17,NOT COMPLETED,,,,,,,,
3427,ZOOLOGY,Human Health and Disease,RAJESWARY.VISWANATHAN,2026,OFFLINE,BBD,,BATCH4,,9,,9,NOT COMPLETED,,,,,,,,
3428,ZOOLOGY,Human Reproduction,RAJESWARY.VISWANATHAN,2026,OFFLINE,BBM,,BATCH4,,21,,21,NOT COMPLETED,,,,,,,,
3429,ZOOLOGY,Human Reproduction,RAJESWARY.VISWANATHAN,2026,OFFLINE,BBM,,BATCH4,,14,,14,NOT COMPLETED,,,,,,,,
3430,ZOOLOGY,Human Reproduction,RAJESWARY.VISWANATHAN,2026,OFFLINE,BBM,,BATCH4,,21,,21,NOT COMPLETED,,,,,,,,
3431,CHEMISTRY,Hydrocarbons,RAJESWARY.VISWANATHAN,2026,OFFLINE,CAM,,BATCH4,,10,,10,NOT COMPLETED,,,,,,,,
3432,CHEMISTRY,Hydrocarbons,RAJESWARY.VISWANATHAN,2026,OFFLINE,CAM,,BATCH4,,9,,9,NOT COMPLETED,,,,,,,,
3433,PHYSICS,Laws of Motion,RAJESWARY.VISWANATHAN,2026,OFFLINE,PDY,,BATCH4,,10,,10,NOT COMPLETED,,,,,,,,
3434,PHYSICS,Laws of Motion,RAJESWARY.VISWANATHAN,2026,OFFLINE,PDY,,BATCH4,,12,,12,NOT COMPLETED,,,,,,,,
3435,PHYSICS,Laws of Motion,RAJESWARY.VISWANATHAN,2026,OFFLINE,PDY,,BATCH4,,12,,12,NOT COMPLETED,,,,,,,,
3436,MATHS,Linear Inequations and Inequalities,RAJESWARY.VISWANATHAN,2026,OFFLINE,BBR,,BATCH4,,7,,7,NOT COMPLETED,,,,,,,,
3437,MATHS,Linear Inequations and Inequalities,RAJESWARY.VISWANATHAN,2026,OFFLINE,BBR,,BATCH4,,9,,9,NOT COMPLETED,,,,,,,,
3438,MATHS,Linear Programming,RAJESWARY.VISWANATHAN,2026,OFFLINE,PAH,,BATCH4,,7,,7,NOT COMPLETED,,,,,,,,
3439,MATHS,Linear Programming,RAJESWARY.VISWANATHAN,2026,OFFLINE,PAH,,BATCH4,,10,,10,NOT COMPLETED,,,,,,,,
3440,ZOOLOGY,Locomotion and Movement,RAJESWARY.VISWANATHAN,2026,OFFLINE,MAY,,BATCH4,,19,,19,NOT COMPLETED,,,,,,,,
3441,ZOOLOGY,Locomotion and Movement,RAJESWARY.VISWANATHAN,2026,OFFLINE,JUNE,,BATCH4,,12,,12,NOT COMPLETED,,,,,,,,
3442,ZOOLOGY,Locomotion and Movement,RAJESWARY.VISWANATHAN,2026,OFFLINE,JULY,,BATCH4,,14,,14,NOT COMPLETED,,,,,,,,
3443,MATHS,Logarithm,RAJESWARY.VISWANATHAN,2026,OFFLINE,BCA,,BATCH4,,9,,9,NOT COMPLETED,,,,,,,,
3444,MATHS,Logarithm,RAJESWARY.VISWANATHAN,2026,OFFLINE,BCA,,BATCH4,,9,,9,NOT COMPLETED,,,,,,,,
3445,PHYSICS,Magnetism and Matter,RAJESWARY.VISWANATHAN,2026,OFFLINE,BCS,,BATCH4,,9,,9,NOT COMPLETED,,,,,,,,
3446,PHYSICS,Magnetism and Matter,RAJESWARY.VISWANATHAN,2026,OFFLINE,BCS,,BATCH4,,9,,9,NOT COMPLETED,,,,,,,,
3447,MATHS,Matrices and Determinants,RAJESWARY.VISWANATHAN,2026,OFFLINE,BBV,,BATCH4,,21,,21,NOT COMPLETED,,,,,,,,
3448,MATHS,Matrices and Determinants,RAJESWARY.VISWANATHAN,2026,OFFLINE,BBV,,BATCH4,,10,,10,NOT COMPLETED,,,,,,,,
3449,PHYSICS,Mechanical Properties of Solids & Fluids,RAJESWARY.VISWANATHAN,2026,OFFLINE,ZDC,,BATCH4,,12,,12,NOT COMPLETED,,,,,,,,
3450,PHYSICS,Mechanical Properties of Solids & Fluids,RAJESWARY.VISWANATHAN,2026,OFFLINE,ZDC,,BATCH4,,14,,14,NOT COMPLETED,,,,,,,,
3451,ZOOLOGY,Microbes in Human Welfare,RAJESWARY.VISWANATHAN,2026,OFFLINE,CCO,,BATCH4,,15,,15,NOT COMPLETED,,,,,,,,
3452,ZOOLOGY,Microbes in Human Welfare,RAJESWARY.VISWANATHAN,2026,OFFLINE,CCO,,BATCH4,,10,,10,NOT COMPLETED,,,,,,,,
3453,ZOOLOGY,Microbes in Human Welfare,RAJESWARY.VISWANATHAN,2026,OFFLINE,CCO,,BATCH4,,14,,14,NOT COMPLETED,,,,,,,,
3454,ZOOLOGY,Molecular Basis of Inheritance,RAJESWARY.VISWANATHAN,2026,OFFLINE,ZCA,,BATCH4,,17,,17,NOT COMPLETED,,,,,,,,
3455,ZOOLOGY,Molecular Basis of Inheritance,RAJESWARY.VISWANATHAN,2026,OFFLINE,ZCA,,BATCH4,,7,,7,NOT COMPLETED,,,,,,,,
3456,ZOOLOGY,Molecular Basis of Inheritance,RAJESWARY.VISWANATHAN,2026,OFFLINE,ZCA,,BATCH4,,21,,21,NOT COMPLETED,,,,,,,,
3457,BOTANY,Morphology of Flowering Plants,RAJESWARY.VISWANATHAN,2026,OFFLINE,CBE,,BATCH4,,14,,14,NOT COMPLETED,,,,,,,,
3458,BOTANY,Morphology of Flowering Plants,RAJESWARY.VISWANATHAN,2026,OFFLINE,CBE,,BATCH4,,14,,14,NOT COMPLETED,,,,,,,,
3459,PHYSICS,Motion in a Plane,RAJESWARY.VISWANATHAN,2026,OFFLINE,ZCO,,BATCH4,,9,,9,NOT COMPLETED,,,,,,,,
3460,PHYSICS,Motion in a Plane,RAJESWARY.VISWANATHAN,2026,OFFLINE,ZCO,,BATCH4,,14,,14,NOT COMPLETED,,,,,,,,
3461,PHYSICS,Motion in a Straight Line,RAJESWARY.VISWANATHAN,2026,OFFLINE,MCA,,BATCH4,,9,,9,NOT COMPLETED,,,,,,,,
3462,PHYSICS,Motion in a Straight Line,RAJESWARY.VISWANATHAN,2026,OFFLINE,MCA,,BATCH4,,12,,12,NOT COMPLETED,,,,,,,,
3463,PHYSICS,Moving Charges and Magnetism,RAJESWARY.VISWANATHAN,2026,OFFLINE,CAD,,BATCH4,,12,,12,NOT COMPLETED,,,,,,,,
3464,PHYSICS,Moving Charges and Magnetism,RAJESWARY.VISWANATHAN,2026,OFFLINE,CAD,,BATCH4,,9,,9,NOT COMPLETED,,,,,,,,
3465,PHYSICS,Moving Charges and Magnetism,RAJESWARY.VISWANATHAN,2026,OFFLINE,CAD,,BATCH4,,9,,9,NOT COMPLETED,,,,,,,,
3466,ZOOLOGY,Neural Control and Coordination,RAJESWARY.VISWANATHAN,2026,OFFLINE,ZBN,,BATCH4,,15,,15,NOT COMPLETED,,,,,,,,
3467,ZOOLOGY,Neural Control and Coordination,RAJESWARY.VISWANATHAN,2026,OFFLINE,ZBN,,BATCH4,,12,,12,NOT COMPLETED,,,,,,,,
3468,CHEMISTRY,Organic Chemistry–Some Basic Principles–Part I I (Nomenclature),RAJESWARY.VISWANATHAN,2026,OFFLINE,CDY,,BATCH4,,10,,10,NOT COMPLETED,,,,,,,,
3469,CHEMISTRY,Organic Chemistry–Some Basic Principles–Part I I (Nomenclature),RAJESWARY.VISWANATHAN,2026,OFFLINE,CDY,,BATCH4,,24,,24,NOT COMPLETED,,,,,,,,
3470,CHEMISTRY,Organic Chemistry–Some Basic Principles–Part III III (Purification),RAJESWARY.VISWANATHAN,2026,OFFLINE,ZDX,,BATCH4,,10,,10,NOT COMPLETED,,,,,,,,
3471,CHEMISTRY,Organic Chemistry–Some Basic Principles–Part III III (Purification),RAJESWARY.VISWANATHAN,2026,OFFLINE,ZDX,,BATCH4,,15,,15,NOT COMPLETED,,,,,,,,
3472,BOTANY,Organism and Population,RAJESWARY.VISWANATHAN,2026,OFFLINE,PAM,,BATCH4,,14,,14,NOT COMPLETED,,,,,,,,
3473,BOTANY,Organism and Population,RAJESWARY.VISWANATHAN,2026,OFFLINE,PAM,,BATCH4,,9,,9,NOT COMPLETED,,,,,,,,
3474,MATHS,"Permutation, Combination and Binomial Theorem",RAJESWARY.VISWANATHAN,2026,OFFLINE,ZCF,,BATCH4,,17,,17,NOT COMPLETED,,,,,,,,
3475,MATHS,"Permutation, Combination and Binomial Theorem",RAJESWARY.VISWANATHAN,2026,OFFLINE,ZCF,,BATCH4,,9,,9,NOT COMPLETED,,,,,,,,
3476,BOTANY,Photosynthesis in Higher Plants,RAJESWARY.VISWANATHAN,2026,OFFLINE,PBE,,BATCH4,,19,,19,NOT COMPLETED,,,,,,,,
3477,BOTANY,Photosynthesis in Higher Plants,RAJESWARY.VISWANATHAN,2026,OFFLINE,PBE,,BATCH4,,15,,15,NOT COMPLETED,,,,,,,,
3478,PHYSICS,"Physical World, Units and Measurements",RAJESWARY.VISWANATHAN,2026,OFFLINE,CDL,,BATCH4,,9,,9,NOT COMPLETED,,,,,,,,
3479,PHYSICS,"Physical World, Units and Measurements",RAJESWARY.VISWANATHAN,2026,OFFLINE,CDL,,BATCH4,,12,,12,NOT COMPLETED,,,,,,,,
3480,PHYSICS,"Physical World, Units and Measurements",RAJESWARY.VISWANATHAN,2026,OFFLINE,CDL,,BATCH4,,21,,21,NOT COMPLETED,,,,,,,,
3481,BOTANY,Plant Growth and Development,RAJESWARY.VISWANATHAN,2026,OFFLINE,MAG,,BATCH4,,10,,10,NOT COMPLETED,,,,,,,,
3482,BOTANY,Plant Growth and Development,RAJESWARY.VISWANATHAN,2026,OFFLINE,MAG,,BATCH4,,14,,14,NOT COMPLETED,,,,,,,,
3483,BOTANY,Plant Kingdom,RAJESWARY.VISWANATHAN,2026,OFFLINE,BAQ,,BATCH4,,12,,12,NOT COMPLETED,,,,,,,,
